127731,3
127766,2
127772,1
127778,2
127784,1
127790,1
127796,2
127802,2
127808,1
127814,3
127820,1
127826,2
131141,2
131147,2
132854,2
132856,2
132872,1
132873,2
132890,1
132891,1
132909,3
133552,1
133553,1
133554,1
133556,1
133578,1
133598,1
133599,1
133601,1
133615,1
134758,2
134759,2
134760,1
134781,1
134782,2
134783,1
134784,1
135137,2
135977,1
135978,1
135979,1
135980,2
136001,2
136002,1
136003,1
136004,1
136015,2
136016,1
136277,2
136279,1
136560,3
136561,2
136562,1
136578,1
136579,2
136617,2
136618,1
136619,3
136822,2
136823,1
136824,1
136825,2
136843,2
136844,1
136845,2
136846,1
136870,2
136871,1
136872,1
136873,2
136894,1
136895,1
136896,2
136897,1
136914,1
136915,2
137564,1
137568,3
137571,2
137572,1
137573,1
137594,2
137595,2
137596,1
137597,2
137615,3
137616,2
137617,2
137618,1
137640,2
137641,1
137642,1
137666,1
137667,3
137668,1
137669,2
138244,1
138245,1
138246,2
138266,2
138267,2
138289,2
138290,1
138291,1
138292,2
138671,2
138672,1
138673,4
138674,2
138695,2
138696,2
138697,1
138698,2
138713,1
138714,3
138715,2
138716,2
138738,2
138739,1
138740,3
138759,1
138760,2
138761,2
138780,2
138781,1
138782,2
144370,1
151083,1
153524,1
160168,1
160194,2
161696,1
161701,2
161702,3
161705,2
161706,1
161707,3
161719,2
161720,2
161726,1
162194,2
162197,1
162198,1
162201,2
162204,3
162207,2
162208,1
162216,2
162219,2
162220,1
162227,1
162230,2
162235,2
162236,3
162237,1
162240,2
162246,2
162591,1
162592,2
162622,3
162623,2
163255,2
163786,2
164074,2
164076,1
164077,3
164078,2
164079,2
164080,1
164081,2
164087,2
164094,2
164095,1
164096,1
164108,2
164109,2
164110,1
164111,2
164120,2
164121,2
164122,2
164123,2
164130,2
164131,1
164132,1
164141,1
164142,1
164143,3
164149,1
164150,1
164153,1
164232,1
166104,1
166109,1
166113,3
166116,2
166117,2
166124,1
166125,1
166128,4
169211,3
169212,3
169213,3
169215,3
169218,4
169219,3
169235,3
169246,4
169247,2
169250,3
169253,2
169258,3
169259,3
169262,2
169265,2
169266,2
169271,3
169272,2
169273,4
169276,2
