sub-0010001_ses-1_run-1_T1w,1
sub-0010002_ses-1_run-1_T1w,1
sub-0010003_ses-1_run-1_T1w,6
sub-0010004_ses-1_run-1_T1w,1
sub-0010005_ses-1_run-1_T1w,3
sub-0010006_ses-1_run-1_T1w,1
sub-0010007_ses-1_run-1_T1w,1
sub-0010008_ses-1_run-1_T1w,1
sub-0010009_ses-1_run-1_T1w,1
sub-0010010_ses-1_run-1_T1w,1
sub-0010011_ses-1_run-1_T1w,1
sub-0010012_ses-1_run-1_T1w,1
sub-0010013_ses-1_run-1_T1w,
sub-0010014_ses-1_run-1_T1w,4
sub-0010015_ses-1_run-1_T1w,5
sub-0010016_ses-1_run-1_T1w,4
sub-0010017_ses-1_run-1_T1w,1
sub-0010018_ses-1_run-1_T1w,4
sub-0010019_ses-1_run-1_T1w,1
sub-0010020_ses-1_run-1_T1w,4
sub-0010021_ses-1_run-1_T1w,1
sub-0010022_ses-1_run-1_T1w,5
sub-0010023_ses-1_run-1_T1w,1
sub-0010024_ses-1_run-1_T1w,1
sub-0010025_ses-1_run-1_T1w,1
sub-0010026_ses-1_run-1_T1w,1
sub-0010027_ses-1_run-1_T1w,3
sub-0010028_ses-1_run-1_T1w,1
sub-0010029_ses-1_run-1_T1w,1
sub-0010030_ses-1_run-1_T1w,1
sub-0010031_ses-1_run-1_T1w,1
sub-0010032_ses-1_run-1_T1w,1
sub-0010033_ses-1_run-1_T1w,1
sub-0010034_ses-1_run-1_T1w,1
sub-0010035_ses-1_run-1_T1w,1
sub-0010036_ses-1_run-1_T1w,1
sub-0010037_ses-1_run-1_T1w,1
sub-0010038_ses-1_run-1_T1w,1
sub-0010039_ses-1_run-1_T1w,1
sub-0010040_ses-1_run-1_T1w,2
sub-0010041_ses-1_run-1_T1w,1
sub-0010042_ses-1_run-1_T1w,1
sub-0010043_ses-1_run-1_T1w,5
sub-0010044_ses-1_run-1_T1w,1
sub-0010045_ses-1_run-1_T1w,1
sub-0010046_ses-1_run-1_T1w,6
sub-0010047_ses-1_run-1_T1w,1
