100741,3
101349,3
101358,3
101371,2
101380,3
101389,2
101411,2
101425,2
101445,3
101450,2
101498,3
101510,2
101528,3
101549,2
101575,2
101691,3
101700,1
101710,2
101728,3
101739,1
101744,2
101747,2
101774,2
101787,3
101933,3
101942,3
101947,2
101956,3
101965,3
101977,2
101982,2
101989,2
101998,3
102012,2
102040,2
102045,3
102054,3
102067,3
102072,3
102078,2
102096,3
102108,2
102120,3
102132,3
102136,3
102146,3
102195,2
102217,2
102365,2
102378,3
102387,2
102414,1
102423,2
102436,2
102450,3
102459,1
102468,3
102476,3
102480,3
102485,2
102495,2
102511,2
102516,2
102525,2
102548,1
102555,3
102648,3
102657,3
102711,3
102717,2
102756,2
102770,3
102776,1
102790,1
102797,2
102807,2
102827,3
102844,3
103285,2
103296,3
103308,3
103313,3
103322,3
103333,2
103336,2
103360,3
103369,3
103378,3
103387,3
103396,2
103489,3
103497,3
103508,3
103514,4
103629,3
103636,3
103645,3
103672,3
103691,3
103698,2
103707,4
103716,2
103719,2
103731,2
104357,2
104363,2
104372,2
104380,2
104396,2
104401,2
104411,2
104476,2
104489,2
104494,1
104507,2
104512,2
104531,2
1051225,2
105285,2
105303,3
105317,2
105342,2
105351,2
105360,2
105428,2
105437,2
105448,3
105465,3
105474,2
105481,2
105490,1
105499,3
105521,2
105737,2
105747,2
105750,2
105759,2
105791,2
105828,2
105837,2
105878,3
105897,2
105906,3
105915,2
105937,2
105942,2
105949,2
105970,2
106190,2
106213,2
106222,2
106232,3
106437,2
106446,2
106451,2
106458,2
106485,2
106494,2
106514,3
106529,1
106537,2
106551,2
106567,2
106585,2
106594,2
106607,2
106612,1
106621,2
106630,2
107692,2
107714,2
107717,2
107726,2
107733,3
107742,2
107759,3
107881,2
107907,3
107916,1
107925,3
107952,1
107975,4
108024,1
108040,1
108045,1
108054,2
108067,3
108098,1
108232,1
108237,2
108246,2
108259,2
108277,2
108286,1
108293,3
108336,2
108348,2
108435,3
108440,2
108445,2
108482,2
108505,2
108556,2
108561,2
108571,2
108578,2
109122,2
109131,2
109144,2
109149,3
109162,2
109171,2
109178,2
109379,3
109394,2
109403,2
109412,2
109497,2
109517,2
109555,3
109699,2
109718,2
109722,2
109735,3
109886,3
109910,4
109915,2
109925,2
109934,3
109956,2
109968,2
109973,2
109983,3
111104,2
111187,2
111197,2
111217,2
111236,2
111278,2
111296,2
111305,2
111316,1
111320,2
112184,2
112193,2
112202,2
112207,2
112212,2
112230,2
112239,2
112246,1
112292,2
112301,2
112310,1
112319,2
112328,2
112341,2
112346,2
112366,2
112382,2
112391,2
112398,2
112448,2
112461,2
112494,2
112534,2
112538,3
112758,2
118669,2
118670,3
118671,2
118672,2
118673,2
118674,1
118676,3
118677,2
118678,2
118680,2
118681,2
118682,4
118683,2
118685,3
118686,1
118687,3
118688,2
118689,2
118690,2
118691,2
118692,2
118693,2
118695,2
118696,2
118697,2
118698,2
118699,3
118700,2
118701,2
118702,2
118703,5
118704,3
