1000569,2
1000570,2
1000571,2
1000572,2
1074377,2
1074378,4
395937,1
395986,2
395993,2
395994,2
395995,2
395996,2
395997,2
395998,1
395999,4
396041,2
396042,1
396043,2
396101,2
396102,2
396103,2
396104,1
396105,2
396106,1
396107,2
396108,2
396109,2
396110,2
399121,3
399122,3
399123,2
399124,2
401003,3
401004,2
401005,2
401006,3
401007,2
402052,3
402053,2
402054,3
404775,1
404776,2
404777,2
404778,2
412394,2
412395,2
412396,2
412397,1
412398,2
412399,1
412400,2
412401,2
415598,2
415599,2
415600,3
415601,2
415602,1
415608,2
416110,2
418857,1
418858,2
418859,2
418864,2
422853,2
422854,1
422855,2
423807,1
423808,2
423809,2
423810,2
423815,1
423816,2
423818,1
423820,2
423822,2
424761,2
424762,2
424763,2
424764,2
424765,3
424766,3
425302,1
427844,1
427845,2
427846,4
427847,3
431619,1
431620,2
431621,2
431622,2
431623,1
434295,2
434296,1
434297,3
434298,2
435939,3
435940,1
435941,1
435942,2
435943,2
435944,2
435945,2
435946,2
439934,1
439935,2
439937,2
439938,2
439939,2
439940,2
439941,3
439942,2
440442,2
440443,2
442643,1
442644,2
442645,2
442646,1
442647,2
442648,2
442649,2
443324,3
443325,3
444091,2
445881,2
445882,2
445883,2
448347,2
448348,3
448349,2
448350,3
451374,2
454275,2
454276,2
454277,1
454278,2
454279,2
454280,2
466100,2
466101,2
466102,2
466103,2
466104,2
468871,2
468872,1
468873,1
468874,3
468875,2
468876,2
472152,1
472153,2
472777,1
472778,2
472779,2
472780,2
472781,2
472782,1
473625,2
473626,2
476610,2
480260,4
480261,2
480262,2
487046,3
487047,2
487048,2
487049,2
488953,1
488954,2
488955,2
488956,3
488957,2
488958,1
488959,2
488960,1
492686,4
492689,4
495494,2
495495,2
495496,1
497958,1
497959,1
497960,2
497961,2
497962,3
497963,2
497964,3
497965,2
497966,2
497967,2
497968,2
497969,2
497970,2
497978,1
500191,3
500194,3
500202,2
500211,1
500212,2
500213,2
500214,2
500215,2
503552,2
503554,3
503555,2
503556,2
503557,2
503560,2
505830,3
505831,4
505832,4
505833,2
517436,2
517437,2
521461,2
521463,4
521464,2
521465,2
522491,2
522492,2
522493,3
522494,2
522495,2
522496,2
522497,2
522498,2
530819,2
530820,2
530821,2
530822,2
557609,3
557610,1
557611,2
557612,4
557613,1
632466,1
632467,1
632468,2
632469,2
632470,3
632471,2
632472,2
632473,3
702817,2
768810,4
768811,2
768813,5
768816,5
768829,2
768830,2
775944,3
775950,1
775951,2
775952,3
775954,2
775955,2
797084,1
797085,1
797086,2
797087,2
797088,3
797089,1
797090,2
797091,2
797092,3
797093,1
797096,1
797097,6
797098,2
800111,1
814967,1
814968,2
814969,1
814970,1
814971,1
823806,1
827358,1
827373,1
827374,1
827385,1
827393,1
851333,1
851334,2
851349,1
851350,1
851351,2
880534,2
880535,1
880536,3
880537,2
880538,1
880539,2
880540,2
880541,1
880542,2
881804,1
881805,2
881806,1
882288,1
882294,1
883046,2
916220,2
916221,2
916222,2
916223,2
916224,1
916225,2
916226,1
916227,2
916228,3
916229,1
916230,1
916231,1
916232,2
916233,2
916234,1
916235,2
916236,2
916237,1
916238,2
916239,4
916252,2
948682,2
948685,3
948686,2
948687,3
948688,3
948689,4
966454,3
966456,4
966463,3
966484,3
966498,2
966501,1
977864,3
