sub-OAS30001_ses-d0129_run-01_T1w,1
sub-OAS30001_ses-d0129_run-02_T1w,2
sub-OAS30001_ses-d0757_run-01_T1w,1
sub-OAS30001_ses-d0757_run-02_T1w,1
sub-OAS30001_ses-d2430_T1w,1
sub-OAS30001_ses-d3132_T1w,1
sub-OAS30002_ses-d0371_T1w,4
sub-OAS30002_ses-d0653_run-01_T1w,1
sub-OAS30002_ses-d0653_run-02_T1w,1
sub-OAS30002_ses-d2340_run-01_T1w,1
sub-OAS30002_ses-d2340_run-02_T1w,1
sub-OAS30002_ses-d2345_T1w,1
sub-OAS30003_ses-d0558_run-01_T1w,1
sub-OAS30003_ses-d0558_run-02_T1w,1
sub-OAS30003_ses-d1631_run-01_T1w,1
sub-OAS30003_ses-d1631_run-02_T1w,1
sub-OAS30003_ses-d2669_T1w,1
sub-OAS30003_ses-d2682_T1w,2
sub-OAS30003_ses-d3320_T1w,1
sub-OAS30003_ses-d3731_T1w,1
sub-OAS30004_ses-d1101_run-01_T1w,1
sub-OAS30004_ses-d1101_run-02_T1w,1
sub-OAS30004_ses-d2229_run-01_T1w,3
sub-OAS30004_ses-d2229_run-02_T1w,1
sub-OAS30004_ses-d2232_run-01_T1w,1
sub-OAS30004_ses-d2232_run-02_T1w,3
sub-OAS30004_ses-d3457_T1w,4
sub-OAS30005_ses-d0143_T1w,3
sub-OAS30005_ses-d0581_run-01_T1w,1
sub-OAS30005_ses-d0581_run-02_T1w,1
sub-OAS30005_ses-d1274_run-01_T1w,1
sub-OAS30005_ses-d1274_run-02_T1w,1
sub-OAS30005_ses-d2377_T1w,1
sub-OAS30005_ses-d2384_T1w,2
sub-OAS30005_ses-d3453_T1w,1
sub-OAS30006_ses-d0166_T1w,4
sub-OAS30006_ses-d0373_run-01_T1w,1
sub-OAS30006_ses-d0373_run-02_T1w,2
sub-OAS30006_ses-d2341_T1w,3
sub-OAS30006_ses-d2342_T1w,4
sub-OAS30006_ses-d3386_T1w,2
sub-OAS30007_ses-d0061_run-01_T1w,1
sub-OAS30007_ses-d0061_run-02_T1w,1
sub-OAS30007_ses-d1636_T1w,2
sub-OAS30007_ses-d1641_T1w,1
sub-OAS30007_ses-d1981_T1w,2
sub-OAS30007_ses-d2722_T1w,3
sub-OAS30008_ses-d0061_run-01_T1w,1
sub-OAS30008_ses-d0061_run-02_T1w,1
sub-OAS30008_ses-d1313_T1w,1
sub-OAS30008_ses-d1327_T1w,1
sub-OAS30008_ses-d2035_T1w,1
sub-OAS30009_ses-d0148_run-01_T1w,1
sub-OAS30009_ses-d0148_run-02_T1w,1
sub-OAS30009_ses-d1210_T1w,1
sub-OAS30009_ses-d2457_T1w,1
sub-OAS30010_ses-d0068_T1w,1
sub-OAS30011_ses-d0055_T1w,1
sub-OAS30011_ses-d1671_T1w,2
sub-OAS30012_ses-d0124_run-01_T1w,2
sub-OAS30012_ses-d0124_run-02_T1w,2
sub-OAS30012_ses-d0124_run-03_T1w,3
sub-OAS30012_ses-d0581_run-01_T1w,4
sub-OAS30012_ses-d0581_run-02_T1w,3
sub-OAS30012_ses-d0581_run-03_T1w,3
sub-OAS30013_ses-d0102_T1w,4
sub-OAS30014_ses-d0196_run-01_T1w,1
sub-OAS30014_ses-d0196_run-02_T1w,1
sub-OAS30014_ses-d1176_run-01_T1w,1
sub-OAS30014_ses-d1176_run-02_T1w,1
sub-OAS30015_ses-d0116_run-01_T1w,1
sub-OAS30015_ses-d0116_run-02_T1w,1
sub-OAS30015_ses-d0788_run-01_T1w,1
sub-OAS30015_ses-d0788_run-02_T1w,1
sub-OAS30015_ses-d1374_run-01_T1w,2
sub-OAS30015_ses-d1374_run-02_T1w,1
sub-OAS30015_ses-d2004_T1w,1
sub-OAS30016_ses-d0021_T1w,1
sub-OAS30017_ses-d0054_run-01_T1w,1
sub-OAS30017_ses-d0054_run-02_T1w,1
sub-OAS30018_ses-d0070_run-01_T1w,3
sub-OAS30018_ses-d0070_run-02_T1w,4
sub-OAS30018_ses-d0893_T1w,4
sub-OAS30019_ses-d0376_T1w,3
sub-OAS30020_ses-d0092_run-01_T1w,1
sub-OAS30020_ses-d0092_run-02_T1w,1
sub-OAS30020_ses-d0092_run-03_T1w,1
sub-OAS30020_ses-d0092_run-04_T1w,1
sub-OAS30020_ses-d0911_run-01_T1w,1
sub-OAS30020_ses-d0911_run-02_T1w,1
sub-OAS30020_ses-d0911_run-03_T1w,1
sub-OAS30021_ses-d0071_T1w,1
sub-OAS30022_ses-d1324_run-01_T1w,3
sub-OAS30022_ses-d1324_run-02_T1w,3
sub-OAS30022_ses-d1324_run-03_T1w,3
sub-OAS30024_ses-d0084_T1w,2
sub-OAS30025_ses-d0210_run-01_T1w,1
sub-OAS30025_ses-d0210_run-02_T1w,1
sub-OAS30025_ses-d2298_T1w,1
sub-OAS30026_ses-d0048_T1w,1
sub-OAS30026_ses-d0129_T1w,2
sub-OAS30026_ses-d0696_T1w,3
sub-OAS30027_ses-d0433_run-01_T1w,1
sub-OAS30027_ses-d0433_run-02_T1w,2
sub-OAS30027_ses-d0433_run-03_T1w,4
sub-OAS30027_ses-d1300_run-01_T1w,4
sub-OAS30027_ses-d1300_run-02_T1w,4
sub-OAS30027_ses-d2394_T1w,3
sub-OAS30028_ses-d0043_run-01_T1w,1
sub-OAS30028_ses-d0043_run-02_T1w,1
sub-OAS30028_ses-d1260_T1w,1
sub-OAS30028_ses-d1847_T1w,1
sub-OAS30029_ses-d0131_T1w,3
sub-OAS30029_ses-d0893_T1w,3
sub-OAS30030_ses-d0170_T1w,1
sub-OAS30031_ses-d0427_run-01_T1w,1
sub-OAS30031_ses-d0427_run-02_T1w,1
sub-OAS30032_ses-d0262_run-01_T1w,3
sub-OAS30032_ses-d0262_run-02_T1w,4
sub-OAS30032_ses-d0262_run-03_T1w,4
sub-OAS30032_ses-d1661_run-01_T1w,1
sub-OAS30032_ses-d1661_run-02_T1w,1
sub-OAS30032_ses-d3499_T1w,2
sub-OAS30033_ses-d0133_run-01_T1w,4
sub-OAS30033_ses-d0133_run-02_T1w,4
sub-OAS30033_ses-d1267_T1w,3
sub-OAS30034_ses-d0044_T1w,1
sub-OAS30035_ses-d2218_run-01_T1w,2
sub-OAS30035_ses-d2218_run-02_T1w,4
sub-OAS30035_ses-d3850_T1w,2
sub-OAS30036_ses-d0059_T1w,1
sub-OAS30037_ses-d0154_T1w,1
sub-OAS30038_ses-d1214_run-01_T1w,2
sub-OAS30038_ses-d1214_run-02_T1w,2
sub-OAS30038_ses-d1214_run-03_T1w,1
sub-OAS30038_ses-d2242_run-01_T1w,1
sub-OAS30038_ses-d2242_run-02_T1w,1
sub-OAS30038_ses-d3376_T1w,1
sub-OAS30038_ses-d4495_T1w,1
sub-OAS30039_ses-d0103_T1w,2
sub-OAS30040_ses-d2899_run-01_T1w,2
sub-OAS30040_ses-d2899_run-02_T1w,2
sub-OAS30040_ses-d2899_run-03_T1w,1
sub-OAS30040_ses-d4230_run-01_T1w,1
sub-OAS30040_ses-d4230_run-02_T1w,1
sub-OAS30040_ses-d5108_T1w,1
sub-OAS30041_ses-d6548_run-01_T1w,4
sub-OAS30041_ses-d6548_run-02_T1w,4
sub-OAS30041_ses-d6548_run-03_T1w,4
sub-OAS30041_ses-d6548_run-04_T1w,4
sub-OAS30041_ses-d6548_run-05_T1w,3
sub-OAS30042_ses-d0067_T1w,1
sub-OAS30043_ses-d0145_T1w,1
sub-OAS30044_ses-d0054_T1w,1
sub-OAS30044_ses-d0061_run-01_T1w,5
sub-OAS30044_ses-d0061_run-02_T1w,4
sub-OAS30044_ses-d1319_T1w,2
sub-OAS30046_ses-d0072_run-01_T1w,1
sub-OAS30046_ses-d0072_run-02_T1w,3
sub-OAS30046_ses-d0848_T1w,1
sub-OAS30046_ses-d1968_T1w,4
sub-OAS30048_ses-d0983_run-01_T1w,1
sub-OAS30048_ses-d0983_run-02_T1w,2
sub-OAS30048_ses-d0983_run-03_T1w,1
sub-OAS30048_ses-d2292_run-01_T1w,1
sub-OAS30048_ses-d2292_run-02_T1w,1
sub-OAS30048_ses-d3367_T1w,1
sub-OAS30048_ses-d3375_run-01_T1w,1
sub-OAS30048_ses-d3375_run-02_T1w,1
sub-OAS30048_ses-d3731_T1w,1
sub-OAS30048_ses-d4459_T1w,1
sub-OAS30049_ses-d0013_run-01_T1w,2
sub-OAS30049_ses-d0013_run-02_T1w,2
sub-OAS30049_ses-d1633_T1w,3
sub-OAS30050_ses-d0110_T1w,1
sub-OAS30050_ses-d1530_T1w,1
sub-OAS30051_ses-d0200_run-01_T1w,1
sub-OAS30051_ses-d0200_run-02_T1w,1
sub-OAS30051_ses-d1286_T1w,1
sub-OAS30052_ses-d0693_run-01_T1w,1
sub-OAS30052_ses-d0693_run-02_T1w,1
sub-OAS30052_ses-d1296_run-01_T1w,1
sub-OAS30052_ses-d1296_run-02_T1w,1
sub-OAS30052_ses-d2709_T1w,1
sub-OAS30052_ses-d2737_run-01_T1w,3
sub-OAS30052_ses-d2737_run-02_T1w,3
sub-OAS30053_ses-d0428_run-01_T1w,1
sub-OAS30053_ses-d0428_run-02_T1w,1
sub-OAS30056_ses-d3491_T1w,1
sub-OAS30057_ses-d0075_T1w,2
sub-OAS30058_ses-d1316_run-01_T1w,1
sub-OAS30058_ses-d1316_run-02_T1w,1
sub-OAS30058_ses-d2236_T1w,1
sub-OAS30058_ses-d3235_T1w,1
sub-OAS30059_ses-d0230_run-01_T1w,1
sub-OAS30059_ses-d0230_run-02_T1w,1
sub-OAS30059_ses-d0230_run-03_T1w,1
sub-OAS30059_ses-d0230_run-04_T1w,1
sub-OAS30059_ses-d1188_T1w,3
sub-OAS30060_ses-d0074_run-01_T1w,1
sub-OAS30060_ses-d0074_run-02_T1w,1
sub-OAS30061_ses-d0035_T1w,1
sub-OAS30062_ses-d0087_run-01_T1w,1
sub-OAS30062_ses-d0087_run-02_T1w,1
sub-OAS30062_ses-d0087_run-03_T1w,1
sub-OAS30062_ses-d1134_run-01_T1w,1
sub-OAS30062_ses-d1134_run-02_T1w,1
sub-OAS30062_ses-d1745_run-01_T1w,1
sub-OAS30062_ses-d1745_run-02_T1w,1
sub-OAS30062_ses-d3432_T1w,1
sub-OAS30062_ses-d3469_T1w,1
sub-OAS30063_ses-d0160_run-01_T1w,5
sub-OAS30063_ses-d0160_run-02_T1w,5
sub-OAS30064_ses-d0687_run-01_T1w,1
sub-OAS30064_ses-d0687_run-02_T1w,2
sub-OAS30065_ses-d0548_T1w,1
sub-OAS30065_ses-d2009_T1w,1
sub-OAS30066_ses-d0524_T1w,1
sub-OAS30066_ses-d2006_T1w,3
sub-OAS30067_ses-d0057_T1w,5
sub-OAS30068_ses-d0076_T1w,2
sub-OAS30070_ses-d0070_T1w,1
sub-OAS30071_ses-d0018_T1w,1
sub-OAS30071_ses-d0055_T1w,2
sub-OAS30072_ses-d0218_run-01_T1w,2
sub-OAS30072_ses-d0218_run-02_T1w,2
sub-OAS30072_ses-d0218_run-03_T1w,2
sub-OAS30072_ses-d1379_run-01_T1w,1
sub-OAS30072_ses-d1379_run-02_T1w,1
sub-OAS30072_ses-d2219_T1w,2
sub-OAS30073_ses-d0033_run-01_T1w,2
sub-OAS30073_ses-d0033_run-02_T1w,2
sub-OAS30073_ses-d0033_run-03_T1w,2
sub-OAS30073_ses-d0033_run-04_T1w,1
sub-OAS30073_ses-d1587_run-01_T1w,1
sub-OAS30073_ses-d1587_run-02_T1w,1
sub-OAS30073_ses-d2042_run-01_T1w,2
sub-OAS30073_ses-d2042_run-02_T1w,1
sub-OAS30073_ses-d2851_T1w,1
sub-OAS30073_ses-d3670_T1w,1
sub-OAS30073_ses-d4456_T1w,2
sub-OAS30074_ses-d0049_run-01_T1w,1
sub-OAS30074_ses-d0049_run-02_T1w,1
sub-OAS30074_ses-d1871_T1w,1
sub-OAS30074_ses-d2812_T1w,2
sub-OAS30075_ses-d0143_T1w,1
sub-OAS30075_ses-d0148_run-01_T1w,3
sub-OAS30075_ses-d0148_run-02_T1w,3
sub-OAS30075_ses-d0442_T1w,2
sub-OAS30075_ses-d0967_T1w,2
sub-OAS30076_ses-d0534_run-01_T1w,1
sub-OAS30076_ses-d0534_run-02_T1w,1
sub-OAS30076_ses-d1735_T1w,1
sub-OAS30077_ses-d0944_T1w,1
sub-OAS30078_ses-d0210_run-01_T1w,1
sub-OAS30078_ses-d0210_run-02_T1w,3
sub-OAS30079_ses-d0019_run-01_T1w,1
sub-OAS30079_ses-d0019_run-02_T1w,1
sub-OAS30079_ses-d1833_T1w,1
sub-OAS30079_ses-d2668_T1w,1
sub-OAS30080_ses-d0048_T1w,1
sub-OAS30080_ses-d1318_T1w,1
sub-OAS30082_ses-d1700_run-01_T1w,1
sub-OAS30082_ses-d1700_run-02_T1w,1
sub-OAS30083_ses-d0465_run-01_T1w,1
sub-OAS30083_ses-d0465_run-02_T1w,1
sub-OAS30083_ses-d2882_T1w,1
sub-OAS30083_ses-d3827_T1w,4
sub-OAS30084_ses-d0470_run-01_T1w,1
sub-OAS30084_ses-d0470_run-02_T1w,1
sub-OAS30084_ses-d1360_T1w,1
sub-OAS30085_ses-d1566_T1w,3
sub-OAS30086_ses-d0000_run-01_T1w,4
sub-OAS30086_ses-d0000_run-02_T1w,4
sub-OAS30087_ses-d0260_run-01_T1w,1
sub-OAS30087_ses-d0260_run-02_T1w,1
sub-OAS30088_ses-d0093_run-01_T1w,1
sub-OAS30088_ses-d0093_run-02_T1w,1
sub-OAS30089_ses-d0001_T1w,4
sub-OAS30090_ses-d0118_T1w,1
sub-OAS30090_ses-d1294_T1w,1
sub-OAS30091_ses-d0092_run-01_T1w,4
sub-OAS30091_ses-d0092_run-02_T1w,4
sub-OAS30092_ses-d0636_T1w,4
